股票代码,股票名称,组织形式,公司全称,英文名称,所属行业,注册资本,董事长,地域,办公地址,公司网址,董事会秘书,董秘电话,董秘邮箱,成立日期,上市日期,募资资金总额,发行价格,发行市盈率
727,华东科技,国有相对控股企业,南京华东电子信息科技股份有限公司,"Nanjing Huadong Electronics Information & Technology Co.,Ltd.",通信设备,"35,916万元",赖伟德,江苏,南京经济技术开发区恒通大道19-1号,www.huadongtech.com,胡进文,025-68192806,hjw@huadongtech.com,1993/1/8,1997/5/20,"24,640万元
            ","6.16元
            ","14.00%
            "
728,国元证券,国有企业,国元证券股份有限公司,Guoyuan Securities Company Limited,金融业,"196,410万元",蔡咏,安徽,安徽省合肥市梅山路18号安徽国际金融中心A座国元证券,www.gyzq.com.cn,陈新,0551-62207323,chenxin@gyzq.com.cn,1997/6/6,1997/6/16,"57,600万元
            ","7.20元
            ","15.00%
            "
729,燕京啤酒,国有企业,北京燕京啤酒股份有限公司,"Beijing Yanjing Brewery Co.,Ltd.",茶酒饮料,"280,965万元",李福成,北京,北京市顺义区双河路9号,www.yanjing.com.cn,刘翔宇,010-89490729,securities@yanjing.com.cn,1997/7/8,1997/7/16,"58,720万元
            ","7.34元
            ","14.00%
            "
731,四川美丰,国有相对控股企业,四川美丰化工股份有限公司,"Sichuan Meifeng Chemical Industry Co.,Ltd.",化学制品,"59,148万元",张晓彬,四川,四川省德阳市天山南路三段55号,www.scmeif.com,王东,0838-2304235,mfzqb@163.com,1994/3/3,1997/6/17,"20,355万元
            ","8.85元
            ","14.00%
            "
732,泰禾集团,民营相对控股企业,泰禾集团股份有限公司,"Thaihot Group Co.,Ltd.",房地产业,"101,718万元",黄其森,福建,福州市湖东路43号奥林匹克大厦六楼,www.thaihot.com.cn,洪再春,0591-87580732,dongmi@thaihot.com.cn,1992/12/29,1997/7/4,"17,200万元
            ","4.30元
            ","15.00%
            "
733,振华科技,国有相对控股企业,中国振华(集团)科技股份有限公司,"China Zhenhua (Group) Science & Technology Co.,Ltd.",通信设备,"46,934万元",靳宏荣,贵州,贵州省贵阳市乌当区新添大道北段268号,www.czst.com.cn,齐靖,0851-6301078,qijing@czelec.com.cn,1997/6/26,1997/7/3,"54,670万元
            ","7.81元
            ","16.00%
            "
735,罗 牛 山,民营企业,罗牛山股份有限公司,"Luoniushan Co.,Ltd.",农林牧渔,"88,013万元",徐自力,海南,海口市珠江广场帝豪大厦9楼,www.luoniushan.com,张慧,0898-68581213,zhanghui@luoniushan.com,1993/10/15,1997/6/11,"19,575万元
            ","4.35元
            ","14.50%
            "
736,中房地产,国有企业,中房地产股份有限公司,China Real Estate Corporation Limited,房地产业,"29,719万元",沈东进,重庆,重庆市渝北区洪湖东路9号财富大厦B座9楼,www.china-propertyholding.com,田玉利,023-67530016,zqb@000736.net,1993/2/3,1997/4/25,"3,300万元
            ","3.30元
            ","14.00%
            "
737,南风化工,国有相对控股企业,南风化工集团股份有限公司,"Nafine Chemical Industry Group Co.,Ltd.",化学制品,"54,876万元",胡文强,山西,山西省运城市红旗东街376号,www.nafine.com,高翔林,0359-8967017,nfjtzqb@163.com,1996/4/2,1997/4/28,"40,114万元
            ","6.47元
            ","14.00%
            "
738,中航动控,国有企业,中航动力控制股份有限公司,"AVIC Aero-Engine Controls Co.,Ltd.",交运设备,"114,564万元",张姿,江苏,江苏省无锡市梁溪路792号,www.aaec.com.cn,杨刚强,0510-85706075,yanggangqiang@aaec.com.cn,1997/6/20,1997/6/26,"61,200万元
            ","7.20元
            ","16.00%
            "
739,普洛药业,民营企业,普洛药业股份有限公司,"Apeloa Pharmaceutical Co.,ltd.",医药制造,"114,687万元",徐文财,浙江,浙江省东阳市横店江南路333号,www.apeloa.com,葛向全,0579-86559672,000739@apeloa.com,1997/2/18,1997/5/9,"17,100万元
            ","5.70元
            ","15.00%
            "
748,长城信息,国有相对控股企业,长城信息产业股份有限公司,"GreatWall Information Industry Co.,Ltd.",通信设备,"40,741万元",何明,湖南,湖南省长沙经济技术开发区东三路5号,www.gwi.com.cn,王习发,0731-84932861,gwizqb@gwi.com.cn,1997/6/26,1997/7/4,"29,340万元
            ","6.52元
            ","16.30%
            "
750,国海证券,国有相对控股企业,国海证券股份有限公司,"Sealand Securities Co.,Ltd.",金融业,"231,036万元",何春梅,广西,广西壮族自治区南宁市滨湖路46号国海大厦,www.ghzq.com.cn,刘峻,0771-5532512,dshbgs@ghzq.com.cn,1993/6/28,1997/7/9,"27,960万元
            ","6.99元
            ","16.00%
            "
751,锌业股份,国有相对控股企业,葫芦岛锌业股份有限公司,"Huludao Zinc Industry Co.,ltd.",有色金属,"140,987万元",王明辉,辽宁,辽宁省葫芦岛市龙港区锌厂路24号,www.hldxygf.com,刘建平,0429－2024121,hld_xygf@163.com,1993/7/15,1997/6/26,"66,780万元
            ","7.42元
            ","16.00%
            "
752,西藏发展,民营相对控股企业,西藏银河科技发展股份有限公司,"Tibet Galaxy Science & Technology Development Co.,Ltd.",茶酒饮料,"26,376万元",闫清江,西藏,西藏自治区拉萨市色拉路36号,--,杨岚岚,028-65317138,xzfz752@163.com,1996/12/16,1997/6/25,"8,450万元
            ","3.38元
            ","15.00%
            "
753,漳州发展,国有相对控股企业,福建漳州发展股份有限公司,"Fujian Zhangzhou Development Co.,Ltd.",批发零售,"52,009万元",庄文海,福建,福建省漳州市胜利东路漳州发展广场21楼,www.zzdc.com.cn,李勤,0596-2671753,zzdc753@sina.cn,1994/12/14,1997/6/26,"24,570万元
            ","7.02元
            ","15.00%
            "
755,*ST三维,国有相对控股企业,山西三维集团股份有限公司,"Shanxi Sanwei Group Co.,Ltd.",化学制品,"46,926万元",王玉柱,山西,山西省洪洞县赵城镇,www.sxsanwei.com,梁国胜,0357-6663175,sxsw000755@126.com,1996/2/6,1997/6/27,"33,300万元
            ","5.55元
            ","16.81%
            "
756,新华制药,国有相对控股企业,山东新华制药股份有限公司,Shandong Xinhua Pharmaceutical Company Limited,医药制造,"45,731万元",张代铭,山东,山东省淄博市高新技术产业开发区鲁泰大道1号,www.xhzy.com,"曹长求,郭磊",0533-2196024,cqcao@xhzy.com,1993/9/30,1997/8/6,"--万元
            ","--元
            ","--%
            "
757,浩物股份,国有相对控股企业,四川浩物机电股份有限公司,"Sichuan Haowu Electromechanical Co.,ltd.",通用设备制造,"45,162万元",姜阳,四川,四川省内江市市中区甜城大道经济技术开发区,hwgf757.com,徐琳,0832-2202757,xul@hwgf757.com,1994/5/18,1997/6/27,"18,570万元
            ","6.19元
            ","16.30%
            "
758,中色股份,国有相对控股企业,中国有色金属建设股份有限公司,"China Nonferrous Metal Industry's Foreign Engineering And Construction Co.,ltd.",采矿业,"98,469万元",罗涛,北京,北京市朝阳区安定路10号中国有色大厦,www.nfc.com.cn,杜斌,010-84427227,dubin@nfc-china.com,1997/3/5,1997/4/16,"47,760万元
            ","7.96元
            ","15.00%
            "
759,中百集团,国有相对控股企业,中百控股集团股份有限公司,"Zhongbai Holdings Group Co.,Ltd.",批发零售,"68,102万元",刘聪,湖北,湖北省武汉市硚口区古田二路南泥湾大道汇丰企业总部8号楼,www.whzb.com,彭波,027-82814019,whzbyxh@sina.com,1989/11/8,1997/5/19,"0万元
            ","5.25元
            ","0.00%
            "
760,斯太尔,民营相对控股企业,斯太尔动力股份有限公司,Steyr Motors Corp.,汽车制造,"55,132万元",刘晓疆,湖北,江苏省常州市武进国家高新区阳湖西路66号海关大楼3楼,www.hbbothwin.cn,孙琛,0519-80583902,000760@sterdl.com,1988/6/14,1997/6/27,"0万元
            ","1.00元
            ","0.00%
            "
761,本钢板材,国有企业,本钢板材股份有限公司,"Bengang Steel Plates Co.,Ltd.",黑色金属,"313,600万元",汪澍,辽宁,辽宁省本溪市平山区人民路16号,--,张吉臣,024-47828360,bgbczjc761@126.com,1997/3/19,1997/7/8,"--万元
            ","--元
            ","--%
            "
762,西藏矿业,国有相对控股企业,西藏矿业发展股份有限公司,"Tibet Mineral Development Co.,Ltd.",采矿业,"47,597万元",曾泰,西藏,西藏自治区拉萨市中和国际城金珠二路8号,--,王迎春,0891-6872095,xzkydsh@sina.com,1997/6/30,1997/7/8,"24,150万元
            ","6.90元
            ","15.00%
            "
766,通化金马,民营相对控股企业,通化金马药业集团股份有限公司,"Tonghua Golden-horse Pharmaceutical Industry Co.,ltd.",医药制造,"44,902万元",刘立成,吉林,吉林省通化市东昌区江南路100-1号,www.thjm.cn,贾伟林,0435-3907298,thjmjt@163.com,1993/2/26,1997/4/30,"28,920万元
            ","7.23元
            ","11.90%
            "
767,漳泽电力,国有企业,山西漳泽电力股份有限公司,"Shanxi Zhangze Electric Power Co.,Ltd.",水电燃气,"225,374万元",文生元,山西,山西省太原市晋阳街南一条10号,www.zhangzepower.com,王一峰,0351-7785891,info@zhangzepower.com,1993/2/8,1997/6/9,"9,000万元
            ","6.00元
            ","15.00%
            "
768,中航飞机,国有企业,中航飞机股份有限公司,"Avic Aircraft Co.,ltd.",交运设备,"265,383万元",方玉峰,陕西,陕西省西安市阎良区西飞大道一号,www.aircraft_co.avic.com,雷阎正,029-86833097,lyz@xac.com.cn,1997/6/18,1997/6/26,"36,900万元
            ","6.15元
            ","15.00%
            "
776,广发证券,国有相对控股企业,广发证券股份有限公司,"Gf Securities Co.,Ltd.",金融业,"591,929万元",孙树明,广东,"广东省广州市天河区天河北路183-187号大都会广场5楼、7楼、18楼、19楼、36楼、38楼、39楼、41楼、42楼、43楼和44楼,香港德辅道中189号李宝椿大厦29及30楼",www.gf.com.cn,罗斌华,020-87550265,lbh@gf.com.cn,1994/1/21,1997/6/11,"10,800万元
            ","3.60元
            ","15.00%
            "
777,中核科技,国有相对控股企业,中核苏阀科技实业股份有限公司,"SUFA Technology Industry Co.,Ltd.,CNNC.",通用设备制造,"38,342万元",邱建刚,江苏,江苏省苏州市新区珠江路501号,www.chinasufa.com,袁德钢,0512-66672245,yuandg@chinasufa.com,1997/7/2,1997/7/10,"15,990万元
            ","5.33元
            ","16.00%
            "
778,新兴铸管,国有相对控股企业,新兴铸管股份有限公司,"Xinxing Ductile Iron Pipes Co.,Ltd.",金属制品,"364,331万元",刘明忠,河北,河北省武安市上洛阳村北(2672厂区),www.xinxing-pipes.com,曾耀赣,010-63712911,xxzg0778@163.com,1997/5/24,1997/6/6,"78,400万元
            ","9.80元
            ","15.00%
            "
779,*ST派神,国有相对控股企业,兰州三毛实业股份有限公司,"Lanzhou Sanmao Industrial Co.,Ltd.",纺织业,"18,644万元",阮英,甘肃,甘肃省兰州市西固区玉门街486号,www.chinapaishen.com,单小东,0931-7551627,sxd@chinapaishen.com,1997/5/23,1997/5/28,"24,750万元
            ","5.50元
            ","14.70%
            "
780,平庄能源,国有企业,内蒙古平庄能源股份有限公司,"Inner Mongolia PingZhuang Energy Resources Co.,Ltd.",采矿业,"101,431万元",张志,内蒙古,内蒙古自治区赤峰市元宝山区平庄镇哈河街平庄能源公司,www.nmgpzny.com,张建忠,0476-3328279,pznyzjz@163.com,1993/6/11,1997/6/6,"22,640万元
            ","5.66元
            ","15.00%
            "
782,美达股份,民营相对控股企业,广东新会美达锦纶股份有限公司,"Guangdong Xinhui Meida Nylon Co.,Ltd.",化纤制造,"52,814万元",梁柏松,广东,广东省江门市新会区会城镇江会路上浅口,www.meidanylon.com,朱明辉,0750-6109778,zmhlq@hotmail.com,1992/11/8,1997/6/19,"31,650万元
            ","6.33元
            ","14.50%
            "
783,长江证券,国有相对控股企业,长江证券股份有限公司,Changjiang Securities Company Limited,金融业,"474,247万元",杨泽柱,湖北,湖北省武汉市江汉区新华路特8号,www.cjsc.com,徐锦文,027-65799866,xujw@cjsc.com.cn,1997/7/24,1997/7/31,"70,680万元
            ","5.89元
            ","15.50%
            "
785,武汉中商,国有相对控股企业,武汉中商集团股份有限公司,"Wuhan Zhongnan Commercial Group Co.,Ltd.",批发零售,"25,122万元",郝健,湖北,湖北省武汉市武昌区中南路9号,www.zhongshang.com.cn,易国华,027-87362507,--,1990/4/25,1997/7/11,"0万元
            ","1.00元
            ","0.00%
            "
786,北新建材,国有相对控股企业,北新集团建材股份有限公司,Beijing New Building Materials Public Limited Company,非金属制品,"70,699万元",王兵,北京,北京市海淀区复兴路17号国海广场2号楼15层,www.bnbm.com.cn,史可平,010-68138786,skp@bnbm.com.cn,1997/5/30,1997/6/6,"26,685万元
            ","5.93元
            ","14.50%
            "
788,北大医药,国有相对控股企业,北大医药股份有限公司,"PKU HealthCare Corp.,Ltd.",医药制造,"59,599万元","李国军,赵永凯(代)",重庆,重庆市渝北区洪湖东路9号财富大厦B座19楼,www.pku-hc.com,任秀文,023-67525366,zqb@pku-hc.com,1993/5/18,1997/6/16,"25,650万元
            ","5.70元
            ","13.90%
            "
789,万年青,国有相对控股企业,江西万年青水泥股份有限公司,"Jiangxi Wannianqing Cement Co.,Ltd.",非金属制品,"40,891万元",江尚文,江西,江西省南昌市高新技术开发区京东大道399号万年青科技园,www.wnq.com.cn,方真,0791-88120789,wnqzqb@126.com,1997/9/5,1997/9/23,"21,300万元
            ","4.26元
            ","13.60%
            "
790,华神集团,民营企业,成都华神集团股份有限公司,"Chengdu Huasun Group Inc.,Ltd.",金属制品,"38,484万元",周蕴瑾,四川,成都市十二桥路37号新1号华神大厦A座6楼,www.huasungrp.com,曾云莎,028-66616680,zengys@huasungrp.com,1988/1/27,1998/3/27,"0万元
            ","100.00元
            ","0.00%
            "
791,甘肃电投,国有企业,甘肃电投能源发展股份有限公司,"Gepic Energy Development Co.,ltd.",水电燃气,"72,216万元",李宁平,甘肃,甘肃省兰州市城关区北滨河东路69号甘肃投资集团大厦24楼,--,寇世民,0931-8378559,nyfzhksm@163.com,1997/9/23,1997/10/14,"24,615万元
            ","5.47元
            ","13.60%
            "
792,盐湖股份,国有企业,青海盐湖工业股份有限公司,"Qinghai Salt Lake Industry Co.,Ltd.",化学制品,"159,051万元",王兴富,青海,青海省格尔木市黄河路28号,www.qhyhgf.com,李勇,0979-8448123,yhjf0792@sina.com,1997/8/25,1997/9/4,"21,750万元
            ","4.35元
            ","15.00%
            "
793,华闻传媒,国有相对控股企业,华闻传媒投资集团股份有限公司,Huawen Media Investment Corporation,出版传媒,"197,649万元",温子健,海南,海南省海口市海甸四东路民生大厦,www.000793.com,金日,0898-66254650,board@000793.com,1992/12/17,1997/7/29,"28,700万元
            ","5.74元
            ","16.40%
            "
795,太原刚玉,民营相对控股企业,太原双塔刚玉股份有限公司,"Taiyuan Twin Tower Aluminum Oxide Co.,Ltd.",非金属制品,"34,293万元",杜建奎,山西,山西省太原市民营经济开发区工业新区赵庄企业大道,www.twin-tower.com,周玉旺,0351-5501213,tygydmc@twin-tower.com,1997/8/4,1997/8/8,"29,205万元
            ","5.31元
            ","16.40%
            "
796,易食股份,民营企业,易食集团股份有限公司,"E-food Group Co.,ltd.",餐饮酒店,"24,654万元",张岭,陕西,海南省海口市龙华区滨海大道81号南洋大厦15楼,www.efoodgroup.com.cn,祝郁文,0898-66552231,yuw_zhu@hnair.com,1993/3/1,1997/7/3,"23,220万元
            ","7.74元
            ","15.00%
            "
797,中国武夷,国有企业,中国武夷实业股份有限公司,"China Wuyi Co.,Ltd.",房地产业,"38,945万元",丘亮新,福建,福建省福州市五四路89号置地广场33层,www.chinawuyi.com.cn,林金铸,0591-83170122,gzb@chinawuyi.com.cn,1997/1/1,1997/7/15,"51,744万元
            ","6.72元
            ","17.00%
            "
798,中水渔业,国有企业,中水集团远洋股份有限公司,"CNFC Overseas Fishery Co.,Ltd.",农林牧渔,"31,946万元",吴湘峰,北京,北京市西城区西单民丰胡同31号,www.cofc.com.cn,陈明,010-88067448,chenming@cofc.com.cn,1984/1/1,1998/2/12,"45,612万元
            ","7.24元
            ","14.20%
            "
799,酒 鬼 酒,国有相对控股企业,酒鬼酒股份有限公司,"Jiugui Liquor Co.,Ltd.",茶酒饮料,"32,493万元",赵公微,湖南,湖南省吉首市振武营酒鬼工业园,www.china000799.com,张儒平,0731-88186030,jgj000799@126.com,1997/7/14,1997/7/18,"44,000万元
            ","8.00元
            ","16.23%
            "
800,一汽轿车,国有企业,一汽轿车股份有限公司,"Faw Car Co.,Ltd.",汽车制造,"162,750万元",许宪平,吉林,长春市高新技术产业开发区蔚山路4888号,www.fawcar.com.cn,陈清华,0431-85781108,fawcar0800@faw.com.cn,1997/6/10,1997/6/18,"204,000万元
            ","6.80元
            ","15.00%
            "
801,四川九洲,国有企业,四川九洲电器股份有限公司,"Sichuan Jiuzhou Electronic Co.,ltd.",通信设备,"45,989万元",霞晖,四川,四川省绵阳市科创园区九洲大道259号,www.jiuzhoutech.com,程晓伟,0816-2336252,dsb@jiuzhoutech.com,1993/11/13,1998/5/6,"0万元
            ","1.00元
            ","0.00%
            "
802,北京文化,民营企业,北京京西文化旅游股份有限公司,"Beijing Jingxi Culture&tourism; CO.,LTD.",旅游环境,"38,860万元",熊震宇,北京,北京市门头沟区石龙工业区泰安路5号1号楼,www.ibjtour.com,陈晨,010-60869807,chenc@ibjtour.com,1985/1/1,1998/1/8,"14,160万元
            ","4.72元
            ","14.30%
            "
803,金宇车城,民营相对控股企业,四川金宇汽车城(集团)股份有限公司,"Si Chuan Jinyu Automobile City (Group) Co.,Ltd.",纺织业,"12,773万元",胡先林,四川,四川省南充市嘉陵区嘉南路三段1号盛世天城,www.000803.cn,罗雄飞,0817-6170888,scjymy@vip.sina.com,1998/3/21,1998/3/3,"0万元
            ","1.00元
            ","0.00%
            "
806,银河投资,民营企业,北海银河产业投资股份有限公司,"Beihai Yinhe Industry Investment Co.,ltd.",电器制造,"69,921万元",唐新林,广西,广西北海市银河软件科技园综合办公楼,www.yinheinvest.com,卢安军,0779-3202636,laj@yinheinvest.com,1993/6/20,1998/4/16,"12,432万元
            ","5.92元
            ","14.80%
            "
807,云铝股份,国有相对控股企业,云南铝业股份有限公司,"Yunnan Aluminium Co.,Ltd.",有色金属,"153,917万元",田永,云南,云南省昆明市呈贡区七甸街道,www.ylgf.com,饶罡,0871-67455268,raog@ylgf.com,1998/3/20,1998/4/8,"39,200万元
            ","4.90元
            ","14.00%
            "
809,铁岭新城,国有相对控股企业,铁岭新城投资控股股份有限公司,Tieling Newcity Investment Holding Limited,旅游环境,"54,986万元",韩广林,辽宁,铁岭市凡河新区金沙江路11号,kf.tielingnewcity.com,迟峰,024-74997822,cf0140@sina.com,1990/4/30,1998/6/16,"0万元
            ","1.00元
            ","0.00%
            "
810,创维数字,民营相对控股企业,创维数字股份有限公司,"Skyworth Digital Co.,Ltd.",纺织业,"49,925万元",杨东文,四川,广东省深圳市南山区科技园高新南一道创维大厦A座16楼,www.skyworthdigital.com,张知,0825-2282974,skydtbo@skyworth.com,1988/7/1,1998/6/2,"0万元
            ","100.00元
            ","0.00%
            "
811,烟台冰轮,国有相对控股企业,烟台冰轮股份有限公司,"Yantai Moon Co.,Ltd.",通用设备制造,"39,460万元",李增群,山东,山东省烟台市芝罘区冰轮路1号,www.yantaimoon.cn,孙秀欣,0535-6697075,zqb@yantaimoon.cn,1988/11/1,1998/5/28,"0万元
            ","100.00元
            ","0.00%
            "
812,陕西金叶,民营相对控股企业,陕西金叶科教集团股份有限公司,"Shaanxi Jinye Science Technology And Education Group Co.,Ltd.",印刷,"44,738万元",袁汉源,陕西,陕西省西安市锦业路1号都市之门B座19层,www.jinyegroup.cn,闫凯,029-81778556,yankai812@sina.com,1993/5/28,1998/6/23,"15,780万元
            ","5.26元
            ","14.50%
            "
813,天山纺织,国有企业,新疆天山毛纺织股份有限公司,"Xinjiang Tianshan Wool Tex Stock Co.,ltd.",采矿业,"46,750万元",武宪章,新疆,新疆维吾尔自治区乌鲁木齐市银川路235号,www.chinatianshan.com,魏哲明,0991-4336068,wzm@chinatianshan.com,1995/3/7,1998/5/19,"21,479万元
            ","4.57元
            ","14.00%
            "
815,美利纸业,国有相对控股企业,中冶美利纸业股份有限公司,"MCC Meili Paper Industry Co.,Ltd.",造纸,"31,680万元",张强,宁夏,宁夏回族自治区中卫市沙坡头区柔远镇,www.china-meili.com,邵进华,0955-7679339,SHJH1971@126.COM,1998/5/26,1998/6/9,"22,550万元
            ","4.51元
            ","13.00%
            "
816,江淮动力,民营企业,江苏江淮动力股份有限公司,"Jiangsu Jianghuai Engine Co.,Ltd.",通用设备制造,"141,880万元",胡尔广,江苏,盐城经济技术开发区希望大道南路58号,www.jd.dongyin.com,王乃强,0515-88881908,jhdl@dongyin.com,1992/1/1,1997/8/18,"46,860万元
            ","8.52元
            ","15.00%
            "
818,方大化工,民营企业,方大锦化化工科技股份有限公司,"Fangda Jinhua Chemical Technology Co.,Ltd.",化学制品,"68,000万元",闫奎兴,辽宁,辽宁省葫芦岛市连山区化工街1号,www.fangdachemical.com,张晓东,0429-2709000,fdhgzqb@126.com,1997/9/16,1997/10/17,"56,790万元
            ","6.31元
            ","14.30%
            "
819,岳阳兴长,国有相对控股企业,岳阳兴长石化股份有限公司,"Yueyang Xingchang Petro-Chemical Co.,Ltd.",石油加工,"23,439万元",李华,湖南,湖南省岳阳市岳阳大道岳阳兴长大厦九楼,www.yyxc0819.com,谭人杰,0730-8829916,yyxczqbu@163.com,1990/2/14,1997/6/25,"0万元
            ","100.00元
            ","0.00%
            "
820,金城股份,民营企业,金城造纸股份有限公司,"Jincheng Paper Co.,Ltd.",造纸,"28,783万元",李恩明,辽宁,辽宁省凌海市金城街,www.cnjz.net/mzhcjzw/jczz/,高丽君,0416-8350566,glj04168285085@sina.com,1993/4/2,1998/6/30,"19,305万元
            ","4.29元
            ","14.20%
            "
821,京山轻机,民营相对控股企业,湖北京山轻工机械股份有限公司,"J.s.Corrugating Machinery Co.,Ltd.",专用设备制造,"34,524万元",李健,湖北,湖北省京山县经济技术开发区轻机工业园,www.jspackmach.com,谢杏平,0724-7210972,xmsy02@163.com,1993/3/30,1998/6/26,"42,020万元
            ","7.64元
            ","14.00%
            "
822,*ST海化,国有相对控股企业,山东海化股份有限公司,Shandong Haihua Company Limited,化学制品,"89,509万元",汤全荣,山东,山东潍坊滨海经济技术开发区,www.chinahaihua.com,吴炳顺,0536-5329379,bswu@wfhaihua.sina.net,1998/6/4,1998/7/3,"62,760万元
            ","5.23元
            ","14.50%
            "
823,超声电子,国有相对控股企业,广东汕头超声电子股份有限公司,"Guangdong Goworld Co.,Ltd.",通信设备,"53,697万元",李大淳,广东,广东省汕头市龙湖区龙江路12号,www.gd-goworld.com,陈东屏,0754-88192281-3012,csdz@gd-goworld.com,1997/9/5,1997/10/8,"32,305万元
            ","4.97元
            ","13.80%
            "
825,太钢不锈,国有企业,山西太钢不锈钢股份有限公司,"Shanxi Taigang Stainless Steel Co.,Ltd.",黑色金属,"569,625万元",李晓波,山西,山西省太原市尖草坪街2号,www.tisco.com.cn,杨贵龙,0351-3017728,tgbx@tisco.com.cn,1998/6/11,1998/10/21,"108,000万元
            ","4.32元
            ","12.50%
            "
826,桑德环境,民营相对控股企业,桑德环境资源股份有限公司,"Sound Environmental Resources Co.,Ltd.",旅游环境,"84,362万元",文一波,湖北,湖北省宜昌市西陵区绿萝路77号,www.soundenvironmental.cn,马勒思,0717-6442936,ss000826@126.com,1993/10/1,1998/2/25,"20,965万元
            ","5.99元
            ","14.60%
            "
828,东莞控股,国有相对控股企业,东莞发展控股股份有限公司,"Dongguan Development (Holdings) Co.,Ltd.",交通物流,"103,952万元",尹锦容,广东,广东省东莞市东城区莞樟大道55号,www.dgholdings.cn,黄勇,0769-22083321,hy@dgholdings.cn,1988/12/26,1997/6/17,"93,000万元
            ","7.75元
            ","13.70%
            "
829,天音控股,国有相对控股企业,天音通信控股股份有限公司,"Telling Telecommunication Holding Co.,Ltd.",批发零售,"94,690万元",黄绍文,江西,北京市西城区德外大街117号德胜尚城D座,www.chinatelling.com,孙海龙,010-58300807,sunhail@chinatelling.com,1997/11/7,1997/12/2,"12,500万元
            ","5.00元
            ","14.57%
            "
830,鲁西化工,国有相对控股企业,鲁西化工集团股份有限公司,"Luxi Chemical Group Co.,Ltd.",化学制品,"146,486万元",张金成,山东,山东聊城高新技术产业开发区化工新材料产业园,www.luxichemical.com,蔡英强,0635-3481198,caiyingqiang@lxhg.com,1998/6/11,1998/8/7,"32,900万元
            ","6.58元
            ","14.30%
            "
831,五矿稀土,国有相对控股企业,五矿稀土股份有限公司,"China Minmetals Rare Earth Co.,Ltd.",有色金属,"98,089万元",赵勇,山西,江西省赣州市章江南大道18号豪德银座A栋14、15层,www.cmreltd.com,杨兴龙,0797-8398390,cmre_zq@cmreltd.com,1998/3/15,1998/9/11,"30,225万元
            ","4.03元
            ","14.50%
            "
833,贵糖股份,国有相对控股企业,广西贵糖(集团)股份有限公司,"Guangxi Guitang (Group) Co.,Ltd.",造纸,"29,607万元",但昭学,广西,广西贵糖(集团)股份有限公司办公大楼,www.guitang.com,杨正,0775-4201380,gxgtgf@163.com,1993/8/18,1998/11/11,"32,800万元
            ","4.10元
            ","13.26%
            "
835,长城动漫,民营企业,四川长城国际动漫游戏股份有限公司,"Sichuan Great Wall International Acg Co.,Ltd.",石油加工,"30,537万元",赵锐勇,四川,"四川省成都市高新区天府大道北段1700号新世纪环球中心E2,2-1-1302、1304、1306",www.000835.com,赵璐,028-85322086,zhaol@sdsycorp.com,1994/1/19,1999/6/25,"6,926万元
            ","5.13元
            ","13.50%
            "
836,鑫茂科技,民营相对控股企业,天津鑫茂科技股份有限公司,"Tianjin Xinmao Science & Technology Co.,ltd.",电器制造,"29,250万元",杜克荣,天津,天津新产业园区华苑产业区华天道3号,www.xinmaokeji.com.cn,韩伟,022-83710888,whan@xinmaokeji.com.cn,1997/9/16,1997/9/29,"15,120万元
            ","5.04元
            ","14.00%
            "
837,秦川机床,国有相对控股企业,秦川机床工具集团股份公司,"Qinchuan Machine Tool & Tool Group Share Co.,Ltd.",通用设备制造,"69,337万元",龙兴元,陕西,陕西省宝鸡市姜谭路22号,www.qcde.cn,付林兴,0917-3670748,qinchuan@qinchuan.com,1998/7/10,1998/9/28,"20,570万元
            ","3.74元
            ","15.00%
            "
838,国兴地产,民营企业,国兴融达地产股份有限公司,"Guoxing Rongda Real Estate Co.,Ltd.",房地产业,"18,100万元",鲜先念,北京,北京市朝阳区建国路79号华贸中心2号写字楼1005-1006,www.gxland.com.cn,刘晓林,010-59696377,liuxiaolin@gxland.com.cn,1989/4/10,1997/6/26,"0万元
            ","1.00元
            ","0.00%
            "
839,中信国安,国有相对控股企业,中信国安信息产业股份有限公司,"CITIC Guoan Information Industry Co.,Ltd.",信息技术,"156,793万元",罗宁,北京,北京市朝阳区关东店北街1号国安大厦五层,www.citicguoaninfo.com,廖小同,010-65068509,liaoxt@citicguoaninfo.com,1997/10/14,1997/10/31,"35,450万元
            ","7.09元
            ","13.90%
            "
848,承德露露,民营企业,河北承德露露股份有限公司,He Bei Cheng De LoLo Company Limited,茶酒饮料,"50,183万元",管大源,河北,河北省承德市高新技术产业开发区(西区8号),www.lolo.com.cn,王新国,0314-2120117,wxg@lolo.com.cn,1997/10/17,1997/11/13,"19,320万元
            ","5.52元
            ","14.60%
            "
850,华茂股份,国有相对控股企业,安徽华茂纺织股份有限公司,Anhui Huamao Textile Company Limited,纺织业,"94,367万元",詹灵芝,安徽,安徽省安庆市纺织南路80号,www.chinahuamao.net,左志鹏,0556-5919818,zzp9818@126.com,1998/5/27,1998/10/7,"21,650万元
            ","4.33元
            ","14.50%
            "
851,高鸿股份,国有相对控股企业,大唐高鸿数据网络技术股份有限公司,"Gohigh Data Networks Technology Co.,Ltd.",批发零售,"59,136万元",付景林,贵州,北京市海淀区学院路40号大唐电信集团主楼11层,www.gohigh.com.cn,王芊,010-62301907,wangqian@gohigh.com.cn,1994/1/20,1998/6/9,"16,335万元
            ","3.63元
            ","14.00%
            "
